Type,NAWQA,NRSA,WSA,DRAINAGE,SLOP_PCT,ELEV_AVG,ELEV_MIN,ELEV_MAX,ELEV_RNG,ECO3_39,ECO3_45,PPTAVG_C,PPTAVG_B,T_AVG_C,T_AVG_B,T_MIN_B,T_MAX_B,C_Mnprecp,Mnprecip,WD_JAN,WD_MAR,WD_APR,WD_JUL,WD_AUG,Wetdays,ET,PET_B,FST32F_B,LST32F_B,TOPWET,RF,PERHOR,Wat_Tab,CLAYAVE,SANDAVE,KFACT_UP,NO10_AV,BDAVE,MgO_PCT,RECHARGE,Year,DoY,CHIRNTAX,CHIRPIND,CHIRPTAX,CRUSNTAX,CRUSPIND,CRUSPTAX,DIPTNTAX,DIPTPIND,DIPTPTAX,EPHENTAX,EPHEPIND,EPHEPTAX,EPOTNTAX,EPOTPIND,EPOTPTAX,EPT_NTAX,EPT_PIND,EPT_PTAX,MOLLNTAX,MOLLPIND,MOLLPTAX,NOINNTAX,NOINPIND,NOINPTAX,ODONNTAX,ODONPIND,ODONPTAX,OLLENTAX,OLLEPIND,OLLEPTAX,ORTHNTAX,ORTHPIND,ORTHPTAX,PLECNTAX,PLECPIND,PLECPTAX,TANYNTAX,TANYPIND,TANYPTAX,TRICNTAX,TRICPIND,TRICPTAX,ORTHCHIRPIND,COFINTAX,COFIPIND,COFIPTAX,COFITRICNTAX,COFITRICPIND,COFITRICPTAX,COGANTAX,COGAPIND,COGAPTAX,PREDNTAX,PREDPIND,PREDPTAX,SCRPNTAX,SCRPPIND,SCRPPTAX,SHRDNTAX,SHRDPIND,SHRDPTAX,BURRNTAX,BURRPIND,BURRPTAX,CLMBNTAX,CLMBPIND,CLMBPTAX,CLNGNTAX,CLNGPIND,CLNGPTAX,SPWLNTAX,SPWLPIND,SPWLPTAX,SWIMNTAX,SWIMPIND,SWIMPTAX,FACLNTAX,FACLPIND,FACLPTAX,INTLNTAX,INTLPIND,INTLPTAX,NTOLNTAX,NTOLPIND,NTOLPTAX,STOLNTAX,STOLPIND,STOLPTAX,TL01NTAX,TL01PIND,TL01PTAX,TL23NTAX,TL23PIND,TL23PTAX,TL45NTAX,TL45PIND,TL45PTAX,TL67NTAX,TL67PIND,TL67PTAX,TOLRNTAX,TOLRPIND,TOLRPTAX,WTD_TV,HPRIME,DOM1PIND,DOM3PIND,DOM5PIND,CHIRDOM1PIND,CHIRDOM3PIND,CHIRDOM5PIND,TOTLNTAX,TotRich,EphemeropteraRich,EphemeropteraAbun,PlecopteraRich,PlecopteraAbun,TrichopteraRich,TrichopteraAbun,NonInsectRich,NonInsectAbun,ChironRich,ChironAbun,Top3Abun,Top5Abun,TraitRich,Volt_1Rich,Volt_2Rich,Volt_3Rich,Devl_1Rich,Devl_2Rich,Devl_3Rich,Sync_1Rich,Sync_2Rich,Life_1Rich,Life_2Rich,Life_3Rich,Exit_1Rich,Exit_2Rich,Desi_1Rich,Desi_2Rich,Disp_1Rich,Disp_2Rich,Flgt_1Rich,Flgt_2Rich,Drft_1Rich,Drft_2Rich,Drft_3Rich,Crwl_1Rich,Crwl_2Rich,Crwl_3Rich,Swim_1Rich,Swim_2Rich,Swim_3Rich,Atch_1Rich,Atch_2Rich,Armr_1Rich,Armr_2Rich,Armr_3Rich,Shpe_1Rich,Shpe_2Rich,Resp_1Rich,Resp_2Rich,Size_1Rich,Size_2Rich,Size_3Rich,Rheo_1Rich,Rheo_2Rich,Rheo_3Rich,Ther_1Rich,Ther_2Rich,Ther_3Rich,Habi_1Rich,Habi_2Rich,Habi_3Rich,Habi_4Rich,Habi_5Rich,Trop_1Rich,Trop_2Rich,Trop_3Rich,Trop_4Rich,Trop_5Rich,TraitAbun,Volt_1Abun,Volt_2Abun,Volt_3Abun,Devl_1Abun,Devl_2Abun,Devl_3Abun,Sync_1Abun,Sync_2Abun,Life_1Abun,Life_2Abun,Life_3Abun,Exit_1Abun,Exit_2Abun,Desi_1Abun,Desi_2Abun,Disp_1Abun,Disp_2Abun,Flgt_1Abun,Flgt_2Abun,Drft_1Abun,Drft_2Abun,Drft_3Abun,Crwl_1Abun,Crwl_2Abun,Crwl_3Abun,Swim_1Abun,Swim_2Abun,Swim_3Abun,Atch_1Abun,Atch_2Abun,Armr_1Abun,Armr_2Abun,Armr_3Abun,Shpe_1Abun,Shpe_2Abun,Resp_1Abun,Resp_2Abun,Size_1Abun,Size_2Abun,Size_3Abun,Rheo_1Abun,Rheo_2Abun,Rheo_3Abun,Ther_1Abun,Ther_2Abun,Ther_3Abun,Habi_1Abun,Habi_2Abun,Habi_3Abun,Habi_4Abun,Habi_5Abun,Trop_1Abun,Trop_2Abun,Trop_3Abun,Trop_4Abun,Trop_5Abun,PTVlt6tol,PTVlt6tax,PTVgt8tol,PTVgt8tax,Iontol,Iontax,Nutrienttol,Nutrienttax,DOTemptol,DOTemptax,SusSedtol,SusSedtax,Finestol,Finestax,
BDB38739,C,1,0,0,24.3666,11.28,302.67,103.86,417.21,313.35,0,0,119.6,120,9.06,8.69,3.34,14.42,69.47,71.01,9.44,10,11,10,9.67,1.79,56.98,640,277.93,130.03,11.26,141.455,6.83,-33.86,15.98,35.8,0.2,62.15,1.42,2.02,379.92,2001,240,7,11.71,18.92,2,0.67,5.41,11,16.72,29.73,5,41.14,13.51,18,78.6,48.65,18,78.6,48.65,0,0,0,5,2.68,13.51,0,0,0,1,0.67,2.7,2,1.34,5.41,5,8.36,13.51,2,5.02,5.41,8,29.1,21.62,11.43,7,31.1,18.92,4,22.41,10.81,10,34.45,27.03,14,20.4,37.84,4,12.37,10.81,6,8.36,16.22,4,2.34,10.81,3,5.69,8.11,22,77.59,59.46,11,5.35,29.73,2,14.05,5.41,17,54.85,45.95,15,41.14,40.54,26,89.3,70.27,1,1,2.7,9,21.74,24.32,9,38.13,24.32,8,29.43,21.62,6,6.69,16.22,1,1,2.7,3.21,3.11,12.71,30.39,46.41,40,85.71,94.29,37,37,5,123,5,25,8,87,5,8,7,35,80,123,43,6,29,7,16,23,1,9,30,19,17,6,32,10,36,6,30,11,32,6,18,11,12,13,20,9,25,11,6,32,10,30,8,4,12,30,13,29,16,20,6,4,23,15,10,32,0,8,1,5,21,7,13,9,4,10,6,295,17,203,73,129,156,5,92,197,171,109,13,254,39,278,15,239,51,260,26,128,62,100,77,159,57,138,89,66,204,89,253,27,13,120,173,67,226,115,159,19,56,105,132,44,249,0,38,3,7,162,83,103,106,35,35,14,2.94,26,8,1,4.373655914,31,4.38172043,31,4.287634409,31,4.362903226,31,4.376344086,31
BDB44410,C,1,0,0,44.595,11.26,349.86,272.4,464.78,192.38,0,100,138.2,139.8,16.08,15.82,9.27,22.35,79.17,80.38,10,9.55,8,10.37,8,1.82,77.08,870.43,301.55,97.95,11.77,317.432,5.04,-23.71,32.89,34.59,0.24,87.28,1.41,2.03,280.45,2002,170,7,11.74,21.21,1,0.34,3.03,9,16.44,27.27,7,34.56,21.21,16,62.42,48.48,14,61.07,42.42,1,1.01,3.03,4,6.04,12.12,2,1.34,6.06,1,3.69,3.03,1,3.02,3.03,2,1.01,6.06,2,5.37,6.06,5,25.5,15.15,25.71,5,13.09,15.15,2,3.69,6.06,11,31.54,33.33,10,27.85,30.3,8,46.64,24.24,6,12.08,18.18,4,8.39,12.12,2,3.02,6.06,18,72.15,54.55,8,12.08,24.24,2,8.39,6.06,20,63.09,60.61,8,31.21,24.24,23,84.56,69.7,2,1.34,6.06,4,3.36,12.12,10,58.05,30.3,9,23.15,27.27,6,10.07,18.18,3,1.68,9.09,3.54,2.89,22.26,41.51,53.21,26.47,73.53,94.12,33,33,7,103,2,3,5,76,4,18,7,37,110,144,39,8,19,10,18,17,2,9,27,20,8,10,27,11,31,7,22,15,30,4,15,8,14,14,18,6,24,9,5,33,4,25,10,3,11,27,9,29,24,9,5,9,24,5,5,32,1,11,1,5,16,5,20,4,5,7,2,299,60,168,69,131,152,4,92,194,192,41,65,244,54,242,56,190,105,273,7,72,121,102,142,137,19,185,59,54,223,70,177,110,11,152,146,68,230,211,71,16,58,213,27,26,270,2,56,1,25,160,56,149,22,100,18,9,3.617241379,23,8,2,5.642366947,34,5.405602241,34,5.592086835,34,5.552623639,33,5.478011205,34
BDB44915,C,1,0,0,38.844,25.12,620.05,333.98,977.42,643.44,0,0,102.9,111.6,10.18,10.1,3.3,17.21,55.17,57.48,8.01,9,10,11.58,9.84,1.92,66.29,652.57,276.43,131.55,10.14,110.163,1.82,-46.73,19.8,33.74,0.22,60.05,1.4,2.09,127.81,2002,212,6,6.73,13.33,0,0,0,11,19.19,24.44,10,35.69,22.22,24,57.58,53.33,22,54.88,48.89,1,4.04,2.22,3,7.41,6.67,2,2.69,4.44,1,1.01,2.22,1,0.67,2.22,4,9.43,8.89,2,3.7,4.44,8,9.76,17.78,10,8,20.88,17.78,4,6.73,8.89,13,28.62,28.89,15,23.91,33.33,11,36.36,24.44,4,5.72,8.89,5,5.05,11.11,3,5.05,6.67,27,63.3,60,5,8.08,11.11,5,13.8,11.11,24,57.58,53.33,18,35.35,40,38,88.55,84.44,1,2.36,2.22,7,13.13,15.56,18,40.74,40,13,34.68,28.89,4,5.72,8.89,1,3.7,2.22,3.42,3.22,12.06,32.68,45.53,55.56,77.78,94.44,45,45,10,106,4,28,8,29,3,22,6,20,84,117,51,10,27,13,19,28,2,13,36,23,18,9,41,9,41,9,36,13,40,7,26,12,11,17,25,8,32,10,8,38,11,32,12,6,14,36,16,34,25,21,4,8,27,15,6,43,1,12,1,6,23,8,18,9,8,11,4,287,57,180,49,118,148,17,123,160,114,133,39,262,24,219,67,225,54,238,30,136,86,57,69,162,55,144,96,46,233,51,197,65,24,132,154,62,224,98,164,24,35,162,89,25,257,4,57,1,24,152,52,71,50,80,42,43,3.295348837,38,8,1,5.306328321,38,4.730200501,38,5.071115288,38,4.638556619,38,4.682205514,38
BDB51172,C,1,0,0,23.9157,7.99,201.16,135.97,283.8,147.83,0,100,115,115.5,13.1,13.02,6.88,19.71,78.99,78.26,8.63,9,9,10,9,1.84,72.42,771.09,291.12,105.58,11.97,173.256,5,-9.88,40.61,14.35,0.42,92.86,1.32,2.08,190.03,2011,165,6,4.21,15.79,1,3.86,2.63,9,6.32,23.68,7,27.02,18.42,17,51.93,44.74,16,50.88,42.11,2,12.98,5.26,4,18.6,10.53,1,1.05,2.63,0,0,0,3,1.05,7.89,4,14.74,10.53,1,0.35,2.63,5,9.12,13.16,25,7,16.49,18.42,3,8.42,7.89,10,21.05,26.32,11,25.61,28.95,9,41.75,23.68,3,4.21,7.89,4,5.61,10.53,2,10.18,5.26,20,60.7,52.63,8,12.28,21.05,2,7.37,5.26,23,48.07,60.53,10,37.19,26.32,30,78.6,78.95,2,5.26,5.26,5,21.05,13.16,16,39.65,42.11,9,17.89,23.68,4,11.58,10.53,3,10.18,7.89,3.44,3.18,15.79,29.67,40.19,54.55,72.73,90.91,38,38,7,77,4,42,5,26,4,53,6,13,77,107,46,11,29,5,15,26,4,12,31,18,15,12,35,10,32,13,27,17,32,7,23,12,9,14,20,11,27,14,4,36,9,25,15,5,13,32,12,33,20,17,8,5,28,12,5,38,1,11,0,6,24,4,18,7,7,10,3,279,89,166,20,77,142,56,100,164,97,67,111,242,33,139,136,186,84,186,41,118,119,33,35,171,69,141,102,32,246,29,126,111,38,106,169,82,193,117,92,66,30,177,68,13,246,6,23,0,32,183,37,123,45,46,50,11,3.277777778,30,8,2,5.034877735,37,5.001287001,37,5.525740026,37,4.936531987,36,4.949292149,37
S11326,C,0,1,0,38.9133,16.93,384.45,267.36,700.2,432.84,0,0,139.3,142.7,14.98,14.83,8.96,21.37,80.3,83.16,10,9.99,8.13,9.99,8,1.95,77.46,828.07,296.69,101.41,10.4,293.649,6.19,-12.9,34.17,20.71,0.27,60.49,1.44,1.59,287.18,2008,183,13,23.46,31.71,2,0.77,4.88,14,23.85,34.15,6,19.62,14.63,14,38.08,34.15,11,29.62,26.83,3,7.69,7.32,7,26.92,17.07,3,8.46,7.32,1,1.15,2.44,3,2.31,7.32,0,0,0,2,2.31,4.88,5,10,12.2,9.84,3,1.92,7.32,2,1.15,4.88,18,41.92,43.9,13,37.31,31.71,9,28.46,21.95,7,18.08,17.07,12,17.31,29.27,6,10.38,14.63,16,30,39.02,11,28.46,26.83,1,1.54,2.44,26,49.62,63.41,6,7.69,14.63,25,50.38,60.98,4,18.46,9.76,2,5,4.88,7,8.85,17.07,16,36.54,39.02,11,23.46,26.83,8,35,19.51,5.07,2.93,20.27,44.59,55.41,48.33,71.67,85,41,41,6,51,0,0,5,26,7,70,13,61,99,127,45,10,23,10,20,19,4,7,34,22,9,13,26,18,37,7,22,21,32,5,22,6,15,20,15,9,28,13,3,38,6,27,12,5,10,34,10,34,25,14,5,12,26,6,5,36,2,16,1,7,17,3,22,3,8,11,0,251,52,132,56,146,77,15,46,190,111,41,89,174,67,175,66,90,106,156,21,95,13,88,131,74,36,111,125,5,216,25,121,60,60,28,213,72,169,169,51,21,87,140,14,10,219,11,80,12,47,53,49,112,4,35,90,0,4.010714286,24,8.333333333,3,5.631582633,34,5.463165266,34,6.157913165,34,5.412075298,33,5.968347339,34
S12296,C,0,1,0,5.7447,25.62,836.58,628.75,1185.64,556.89,0,0,107.2,111.6,10.41,10.37,4.44,16.55,64.1,66.4,9.01,10,10,11,9.01,1.91,65.13,649,276.16,129.51,9.14,115.927,3.84,-52.53,16.84,39.05,0.2,57.44,1.38,1.58,201.33,2008,225,19,26.94,32.76,1,2.36,1.72,24,32.32,41.38,9,18.18,15.52,25,51.85,43.1,23,50.84,39.66,1,1.01,1.72,4,10.1,6.9,2,1.01,3.45,1,3.7,1.72,7,8.42,12.07,4,24.58,6.9,3,5.39,5.17,10,8.08,17.24,31.25,5,8.42,8.62,2,2.36,3.45,21,39.73,36.21,24,32.66,41.38,11,10.77,18.97,6,22.56,10.34,8,17.17,13.79,6,8.75,10.34,25,46.8,43.1,20,37.37,34.48,5,5.72,8.62,29,38.72,50,19,42.09,32.76,40,63.97,68.97,5,7.74,8.62,7,25.93,12.07,20,24.58,34.48,13,13.47,22.41,10,17.51,17.24,7,8.42,12.07,3.16,3.45,17.79,30.04,38.74,19.12,44.12,61.76,58,58,9,54,4,73,10,24,4,30,19,80,76,99,63,8,41,12,33,25,2,14,45,34,18,9,39,22,51,10,34,26,52,5,25,13,22,29,23,9,38,16,7,51,10,43,14,4,16,45,16,45,36,19,6,9,40,12,12,46,2,17,2,12,23,7,26,5,8,17,5,279,46,188,40,163,96,4,55,201,162,69,43,185,89,238,36,182,83,232,12,87,98,80,99,131,44,122,120,32,250,24,212,48,14,61,213,118,156,160,83,31,32,202,40,36,233,2,68,2,79,91,34,100,22,23,77,52,3.1625,39,8.54,5,4.691636142,39,4.933089133,39,4.862332112,39,4.636050353,38,4.735531136,39
S12306,C,0,1,0,410.2083,24.58,810.28,482.19,1333.15,850.96,0,0,102.1,108.4,10.91,9.66,2.98,15.87,71.95,76.27,10.12,11,11.28,11.97,10.42,1.95,62.81,676.38,274.05,129.64,11.49,121.739,0.88,-34.84,22.82,34.97,0.23,62.31,1.4,2.45,190.03,2008,248,10,12.41,20,1,1.03,2,12,14.83,24,11,18.62,22,22,34.14,44,20,32.41,40,3,6.21,6,7,11.72,14,2,1.72,4,1,2.07,2,3,1.03,6,1,0.69,2,3,5.52,6,8,13.1,16,8.33,8,15.52,16,3,7.93,6,20,28.97,40,16,12.41,32,11,47.59,22,4,6.21,8,5,4.14,10,6,14.83,12,30,76.55,60,11,7.93,22,4,4.48,8,26,71.72,52,14,16.9,28,36,81.72,72,3,2.07,6,4,4.83,8,20,31.72,40,12,45.17,24,9,14.83,18,8,10,16,4.34,3.34,12.26,32.57,43.68,37.14,74.29,85.71,50,50,11,54,1,2,8,38,7,34,10,36,85,114,55,12,29,12,22,27,3,12,40,23,20,10,41,12,41,12,34,18,45,4,25,12,15,21,24,8,34,14,5,41,12,32,14,7,15,38,16,37,29,18,6,11,28,14,8,43,1,12,1,5,29,6,26,8,9,9,1,281,135,86,56,79,175,17,48,223,87,85,105,235,42,172,105,204,69,234,17,104,112,57,99,162,16,212,44,21,205,72,127,119,31,77,200,111,166,159,93,25,46,151,80,16,256,4,42,2,10,198,25,152,36,73,15,1,3.544444444,36,8,3,5.6819161,42,5.092630385,42,5.919784581,42,5.174680478,42,5.008390023,42
S12711,C,0,1,0,63.0108,13.37,350.79,268.11,425.63,157.52,100,0,112.4,113.2,12.9,13.1,6.56,19.22,53.02,53.8,5.21,8.8,9,6,6,1.69,70.41,787.78,285.58,111.84,11.47,213.997,3.88,-20.41,39.83,21.2,0.28,52.55,1.36,14.9,94.15,2008,197,14,40.33,48.28,1,0.67,3.45,15,41,51.72,3,42.33,10.34,5,45,17.24,5,45,17.24,1,1,3.45,3,5.67,10.34,0,0,0,0,0,0,2,4,6.9,1,0.67,3.45,3,17.67,10.34,1,2,3.45,9.92,2,14.33,6.9,0,0,0,13,77.67,44.83,8,11.67,27.59,7,13,24.14,5,36.67,17.24,3,10.33,10.34,5,19.67,17.24,15,28.33,51.72,11,59,37.93,0,0,0,20,82,68.97,4,5.33,13.79,17,53,58.62,1,4,3.45,1,0.67,3.45,7,13,24.14,9,39.33,31.03,9,39.33,31.03,3,9,10.34,4.83,2.53,34.75,52.84,64.89,23.3,56.31,69.9,29,29,3,127,1,2,1,6,3,17,14,121,149,189,29,6,11,12,19,9,1,4,24,19,4,6,14,15,22,7,12,16,26,0,8,4,16,19,8,2,23,4,2,26,3,18,7,4,4,25,7,22,25,2,2,11,15,3,2,26,1,11,0,8,8,2,18,0,4,6,1,282,25,145,112,219,60,3,105,175,234,16,32,177,105,244,38,158,112,265,0,50,17,203,128,151,3,139,139,4,267,15,232,25,25,13,269,32,250,270,9,3,205,62,15,12,243,27,92,0,142,34,14,236,0,18,26,2,3.9,17,8,1,5.877380952,24,5.871428571,24,5.636904762,24,5.146464646,24,6.135714286,24
S13049,C,0,1,0,538.029,22.21,488.93,235.12,779.79,544.67,0,0,128.7,132.2,14.53,14.04,8.34,20.22,61,61.49,5.1,7.7,8.15,5.69,6.17,1.73,74.76,831.51,296.59,105.66,11.33,302.796,4,-36.43,29.42,34,0.22,70.03,1.42,0.76,110.74,2009,158,15,42,30,2,0.67,4,15,42,30,12,27.67,24,22,42.33,44,19,39.67,38,3,1,6,7,9,14,3,2.67,6,1,2,2,1,1,2,2,4.67,4,5,7.33,10,5,7.33,10,2.38,5,6.33,10,1,0.33,2,26,56.33,52,15,28,30,10,26.33,20,4,6,8,7,12.33,14,9,13.33,18,23,51.33,46,14,30,28,4,3,8,28,58.33,56,11,18.33,22,31,48.67,62,2,5.67,4,4,6,8,13,21,26,14,21.67,28,14,43,28,8,20.67,16,4.93,3.31,12.46,30.96,42.7,28.46,56.91,73.17,50,50,12,83,2,14,5,22,7,27,15,126,87,120,54,10,27,15,24,25,3,13,37,28,11,14,34,19,46,7,26,26,40,7,24,12,16,24,17,12,26,22,5,47,6,33,15,5,19,34,7,44,29,20,4,19,27,7,3,47,2,18,3,6,20,6,29,4,8,12,0,297,30,125,140,178,109,3,43,245,197,55,44,163,133,266,30,115,165,249,21,111,41,128,174,90,32,152,131,13,268,28,217,58,21,74,222,37,256,202,84,10,150,118,28,28,227,40,116,18,56,76,30,187,9,38,62,0,3.512121212,31,8,2,6.075661376,36,5.59021164,36,6.378306878,36,5.31523569,36,5.789550265,36
S14265,C,0,1,0,31.7079,9.32,160.72,78.93,219.89,140.96,0,0,139.3,141.5,16.4,16.17,9.82,22.99,81.26,82.07,7.27,8.36,8.02,7.02,5.77,1.74,83.05,915.79,303.63,93.02,11.57,375.883,6.61,-11.32,29.54,21.41,0.26,71.82,1.48,2.02,114.6,2009,153,9,28.57,33.33,3,9.52,11.11,10,29.52,37.04,7,37.14,25.93,10,45.71,37.04,9,44.76,33.33,0,0,0,4,11.43,14.81,1,0.95,3.7,0,0,0,4,6.67,14.81,1,4.76,3.7,3,10.48,11.11,1,2.86,3.7,23.33,2,13.33,7.41,1,2.86,3.7,14,50.48,51.85,6,16.19,22.22,6,30.48,22.22,2,6.67,7.41,1,6.67,3.7,2,5.71,7.41,15,60,55.56,8,28.57,29.63,3,6.67,11.11,17,64.76,62.96,5,17.14,18.52,18,56.19,66.67,2,9.52,7.41,1,4.76,3.7,9,27.62,33.33,8,23.81,29.63,6,31.43,22.22,4,15.24,14.81,4.71,2.97,14.14,33.33,48.48,26.92,57.69,76.92,27,27,7,39,1,5,1,3,4,12,9,30,33,48,28,4,13,10,17,10,1,8,18,17,6,5,17,11,25,3,15,12,22,3,9,5,13,13,10,5,15,6,7,25,3,20,6,2,13,15,3,25,17,8,3,6,17,5,8,18,2,9,1,3,9,6,18,2,4,4,0,100,15,37,40,52,40,8,25,66,54,24,22,72,28,87,13,63,35,80,9,36,30,32,35,49,16,52,38,10,93,7,69,28,3,43,57,13,87,62,28,10,33,54,13,19,64,17,26,1,16,47,10,69,4,18,9,0,3.67,18,8,2,5.157482993,21,5.614965986,21,5.644557823,21,5.538257576,20,5.512244898,21
S14266,C,0,1,0,118.143,6.35,253,199.68,312.21,112.53,100,0,117.7,117.7,14.02,13.91,7.24,21.06,66,65.66,5.65,8,8,6,6,1.68,74.58,825.29,286.32,108.08,12.4,244.308,6.39,-14.97,33.45,31.5,0.27,78.78,1.38,10.61,164.71,2009,176,19,48.67,47.5,1,0.33,2.5,19,48.67,47.5,7,10.33,17.5,13,20,32.5,11,19,27.5,4,25.67,10,7,30.67,17.5,2,1,5,1,0.67,2.5,2,2.33,5,0,0,0,6,28.33,15,4,8.67,10,4.79,9,54.67,22.5,3,7.33,7.5,22,30.33,55,8,10,20,4,4.33,10,5,14.33,12.5,10,32,25,8,24.33,20,16,47.67,40,12,14.33,30,1,3.33,2.5,22,79.33,55,8,9,20,22,56.67,55,3,4.67,7.5,1,0.67,2.5,10,10.67,25,11,45.33,27.5,12,36,30,7,9,17.5,5.32,2.77,24.57,50.85,62.46,31.69,66.9,80.28,40,40,7,31,0,0,4,26,7,92,19,146,149,183,41,3,18,18,25,11,2,6,31,25,6,8,17,22,35,4,13,25,30,4,15,3,20,23,12,4,25,11,3,34,5,31,4,4,7,32,3,36,28,8,3,20,14,5,3,34,1,20,0,6,10,3,24,5,5,5,0,295,5,65,149,171,42,4,20,196,166,29,24,75,144,202,17,41,166,179,21,44,22,141,159,55,5,166,40,13,193,26,193,8,18,24,195,15,204,181,34,4,144,51,24,10,201,7,142,0,14,39,24,163,23,13,20,0,3.725,22,8,2,5.896349206,30,6.291587302,30,6.098412698,30,5.914315569,29,6.564126984,30
S14269,C,0,1,0,428.094,6.49,226.03,120.35,361.27,240.92,0,0,128.6,130.2,15.7,15.19,8.6,21.47,74.57,73.69,6.65,8.49,8.31,6.65,6.83,1.72,77.95,899,297.36,98,12.47,290.834,4.13,-7.46,25.31,34.27,0.27,71.33,1.46,0.62,138.89,2009,239,12,16.67,24.49,1,0.67,2.04,15,18,30.61,11,31.67,22.45,23,46.33,46.94,19,41.67,38.78,1,19.33,2.04,4,26.33,8.16,4,4.67,8.16,1,0.33,2.04,1,2.33,2.04,1,0.33,2.04,3,4.33,6.12,7,9.67,14.29,14,6,24.67,12.24,3,3.33,6.12,22,22.33,44.9,16,19.33,32.65,10,36.33,20.41,6,12,12.24,8,27.33,16.33,6,11.67,12.24,23,52.67,46.94,14,13.67,28.57,4,4,8.16,32,75.67,65.31,10,11,20.41,36,80,73.47,3,7,6.12,2,1,4.08,17,30.67,34.69,17,48.33,34.69,8,9.33,16.33,5,9.67,10.2,4.52,3.06,21.32,44.12,54.04,24.49,57.14,77.55,49,49,11,95,1,1,7,29,4,79,12,50,125,157,53,12,23,15,24,25,1,9,40,27,12,12,37,14,46,5,29,21,41,7,25,11,14,25,17,9,31,16,4,41,10,31,18,2,12,39,14,36,30,16,5,16,26,9,3,47,1,14,2,8,22,5,25,5,8,13,0,299,34,147,57,159,78,2,65,172,117,72,51,189,51,200,40,147,75,206,13,76,90,56,99,119,22,109,118,13,209,31,164,57,19,107,133,63,176,136,95,9,76,146,18,9,227,4,51,4,18,136,31,96,12,88,44,0,3.751282051,36,8,3,6.228439153,36,5.881878307,36,6.544973545,36,5.912457912,36,5.914550265,36
S14444,C,0,1,0,127.8549,20.48,464.06,244.46,757.6,513.14,0,0,142,155,15.5,15.11,10.03,21.57,73.64,74.34,6.96,9.14,9.94,7.54,6.9,1.71,78.21,868,293.42,100.25,10.72,389.334,6.07,-28.39,29.88,20.72,0.25,70.69,1.48,1.21,97.5,2009,180,9,22.07,28.12,1,0.33,3.12,11,25.08,34.38,5,20.07,15.62,12,51.17,37.5,11,50.5,34.38,0,0,0,3,3.68,9.38,1,0.67,3.12,1,1,3.12,5,4.68,15.62,2,2.34,6.25,2,9.7,6.25,4,28.09,12.5,21.21,4,33.78,12.5,2,20.4,6.25,13,22.07,40.62,9,14.38,28.12,6,28.76,18.75,3,12.04,9.38,6,8.03,18.75,3,8.03,9.38,17,82.61,53.12,6,6.69,18.75,2,4.35,6.25,20,76.92,62.5,8,17.06,25,24,81.27,75,1,2.34,3.12,3,3.01,9.38,11,35.79,34.38,10,42.47,31.25,6,13.71,18.75,3,3.34,9.38,4.28,2.74,20.73,42.55,58.18,41.54,84.62,92.31,32,32,5,60,2,7,4,84,3,11,9,66,117,160,34,7,20,7,14,19,0,8,24,15,13,6,23,11,26,8,19,14,28,3,15,7,11,17,11,6,23,7,4,27,7,22,9,3,12,22,8,26,19,11,4,6,20,8,6,27,1,12,0,2,16,4,17,4,6,5,2,292,63,170,59,114,175,0,46,242,124,107,61,223,69,229,63,133,152,217,64,56,151,78,107,161,24,215,62,15,200,92,194,88,10,93,199,65,227,154,131,7,75,128,89,20,266,6,71,0,7,193,21,127,73,71,18,3,3.465384615,23,8,1,6.030706076,29,5.060262726,29,6.18226601,29,5.535005225,29,5.353694581,29
S14670,C,0,1,0,671.7627,32.45,925.25,347.68,1476.62,1128.94,0,0,131.6,151.2,10.77,8.97,2.27,14.71,80.06,94.25,14.76,14.23,14,13.84,11.95,2.04,60.6,670.06,272.2,135.65,10.83,142.781,1.49,-48.17,22.39,22.36,0.26,65.21,1.39,1.8,328.11,2009,244,17,35.38,32.69,0,0,0,20,36.46,38.46,11,30.32,21.15,21,47.65,40.38,17,40.43,32.69,3,2.53,5.77,5,9.75,9.62,4,7.22,7.69,1,5.42,1.92,3,2.17,5.77,0,0,0,4,25.99,7.69,6,10.11,11.54,6.12,10,23.83,19.23,3,3.25,5.77,23,50.18,44.23,14,17.69,26.92,10,14.8,19.23,5,2.89,9.62,10,11.91,19.23,9,28.52,17.31,21,43.32,40.38,12,27.44,23.08,4,11.19,7.69,33,77.98,63.46,10,11.91,19.23,33,52.35,63.46,3,2.53,5.77,2,1.81,3.85,13,21.3,25,18,29.24,34.62,13,41.88,25,6,6.86,11.54,4.84,3.38,14.48,30.77,43.89,33.33,68.75,81.25,52,52,11,84,0,0,6,28,5,27,17,98,72,103,59,10,32,16,28,27,2,11,46,34,12,12,38,20,50,8,29,28,49,5,25,10,22,30,20,8,39,14,5,47,10,38,15,5,14,44,14,43,38,16,4,16,33,9,5,51,1,17,3,11,21,6,29,7,8,13,1,271,42,107,119,152,97,4,44,209,179,40,49,155,113,245,23,132,131,231,13,112,23,128,149,88,31,150,85,33,237,28,208,47,13,73,195,51,216,175,70,23,126,117,25,24,227,16,106,12,40,72,38,167,21,34,45,1,3.9225,32,8.333333333,3,6.025343915,45,5.686455026,45,5.825132275,45,5.751924002,45,5.863386243,45
